image,depth,depth_sparse
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000088.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000088.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000088.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000236.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000236.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000236.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000020.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000020.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000020.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000014.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000014.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000014.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000276.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000276.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000276.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000205.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000205.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000205.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000223.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000223.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000223.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000182.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000182.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000182.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000142.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000142.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000142.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000156.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000156.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000156.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000377.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000377.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000377.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000168.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000168.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000168.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000011.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000011.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000011.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000085.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000085.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000085.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000360.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000360.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000360.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000111.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000111.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000111.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000330.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000330.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000330.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000123.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000123.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000123.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000295.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000295.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000295.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000386.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000386.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000386.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000391.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000391.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000391.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000065.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000065.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000065.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000037.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000037.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000037.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000222.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000222.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000222.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000032.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000032.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000032.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000167.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000167.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000167.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000311.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000311.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000311.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000158.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000158.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000158.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000176.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000176.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000176.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000152.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000152.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000152.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000039.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000039.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000039.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000224.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000224.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000224.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000264.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000264.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000264.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000401.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000401.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000401.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000069.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000069.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000069.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000290.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000290.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000290.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000033.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000033.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000033.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000388.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000388.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000388.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000226.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000226.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000226.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000253.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000253.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000253.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000432.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000432.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000432.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000314.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000314.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000314.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000230.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000230.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000230.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000301.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000301.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000301.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000334.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000334.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000334.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000136.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000136.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000136.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000124.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000124.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000124.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000117.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000117.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000117.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000262.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000262.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000262.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000187.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000187.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000187.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000109.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000109.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000109.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000267.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000267.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000267.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000063.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000063.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000063.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000169.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000169.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000169.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000235.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000235.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000235.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000080.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000080.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000080.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000097.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000097.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000097.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000202.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000202.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000202.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000006.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000006.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000006.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000237.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000237.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000237.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000219.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000219.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000219.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000214.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000214.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000214.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000396.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000396.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000396.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000358.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000358.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000358.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000333.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000333.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000333.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000410.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000410.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000410.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000071.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000071.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000071.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000155.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000155.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000155.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000266.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000266.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000266.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000098.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000098.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000098.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000331.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000331.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000331.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000238.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000238.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000238.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000293.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000293.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000293.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000284.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000284.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000284.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000325.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000325.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000325.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000352.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000352.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000352.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000249.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000249.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000249.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0009_sync/image_02/data/0000000371.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0009_sync/0000000371.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0009_sync/proj_depth/groundtruth/image_02/0000000371.png
